name,date,year_of_production,length_min,age_restriction,country,time,price
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",13:20,480
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",14:40,480
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",15:30,540
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",16:50,540
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",17:40,580
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",19:00,580
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",19:50,580
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",21:10,580
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",22:05,580
Обсессия,2026-05-23,2025,100,18+,США,20:05,580
Обсессия,2026-05-23,2025,100,18+,США,22:10,580
Киты: Стражи планеты,2026-05-23,2023,82,6+,,10:30,470
Богатыри,2026-05-23,2026,100,6+,Россия,11:35,570
Не одна дома 3. Выпускной,2026-05-23,2026,,0+,Россия,12:10,570
Не одна дома 3. Выпускной,2026-05-23,2026,,0+,Россия,14:25,640
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",13:00,640
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",13:35,640
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",15:10,740
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",15:45,740
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",17:20,740
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",17:50,740
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",19:30,740
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",20:00,740
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",21:40,740
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",22:10,740
Обсессия,2026-05-23,2025,100,18+,США,22:15,740
Лео и Тиг. Дорога на Байкал,2026-05-23,2026,65,6+,Россия,10:40,330
Лео и Тиг. Дорога на Байкал,2026-05-23,2026,65,6+,Россия,15:00,540
Богатыри,2026-05-23,2026,100,6+,Россия,10:50,330
Семь верст до рассвета,2026-05-23,2026,102,16+,Россия,12:10,440
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",12:45,440
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",18:45,580
Грязные деньги,2026-05-23,2026,98,0+,"Великобритания, США",21:00,580
Разговор,2026-05-23,1974,113,18+,США,14:20,540
Обсессия,2026-05-23,2025,100,18+,США,16:30,540
Обсессия,2026-05-23,2025,100,18+,США,21:15,580
Вверх по волшебному дереву,2026-05-23,2026,110,6+,Великобритания,16:40,540
Вот это драма!,2026-05-23,2026,106,18+,США,19:00,580
Шоссе в никуда,2026-05-23,2017,135,18+,"Франция, США",19:15,380
Мой сосед Тоторо,2026-05-24,2008,86,6+,Япония,10:00,650
На гребне волны,2026-05-24,1991,120,16+,США,13:00,650
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",16:00,650
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",19:00,650
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,10:00,470
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,14:05,640
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",11:20,570
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",12:40,570
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",13:35,640
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",14:50,640
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",15:50,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",17:00,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",18:05,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",19:10,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",20:20,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",21:25,740
Богатыри,2026-05-24,2026,100,6+,Россия,12:10,570
Богатыри,2026-05-24,2026,100,6+,Россия,16:15,740
Обсессия,2026-05-24,2025,100,18+,США,20:05,740
Обсессия,2026-05-24,2025,100,18+,США,22:10,740
Пока небо смотрит,2026-05-24,2026,75,18+,Россия,22:35,740
Богатыри,2026-05-24,2026,100,6+,Россия,10:05,420
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,10:15,420
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,12:30,470
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,14:45,550
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",12:05,470
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",13:15,550
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",14:15,550
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",15:25,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",16:25,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",17:35,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",18:35,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",19:45,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",20:45,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",21:55,630
Tеатр в кино: Принцесса цирка,2026-05-24,2026,143,18+,Россия,17:00,700
Обсессия,2026-05-24,2025,100,18+,США,19:50,630
Обсессия,2026-05-24,2025,100,18+,США,22:00,630
Богатыри,2026-05-24,2026,100,6+,Россия,10:15,420
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,10:30,420
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,12:45,470
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",11:10,470
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",12:15,470
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",13:20,550
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",14:25,550
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",15:30,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",16:35,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",17:40,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",18:45,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",19:50,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",20:55,630
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",22:05,630
Обсессия,2026-05-24,2025,100,18+,США,20:05,630
Обсессия,2026-05-24,2025,100,18+,США,22:10,630
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,10:20,350
Богатыри,2026-05-24,2026,100,6+,Россия,10:30,350
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",12:30,420
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",13:30,480
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",14:40,480
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",15:40,540
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",16:50,540
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",17:50,580
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",19:00,580
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",20:00,580
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",21:10,580
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",22:10,580
Обсессия,2026-05-24,2025,100,18+,США,20:05,580
Обсессия,2026-05-24,2025,100,18+,США,22:05,580
Лео и Тиг. Дорога на Байкал,2026-05-24,2026,65,6+,Россия,10:30,330
Лео и Тиг. Дорога на Байкал,2026-05-24,2026,65,6+,Россия,14:50,540
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",10:40,330
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",14:20,540
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",18:30,580
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",20:45,580
Ангелы Ладоги,2026-05-24,2026,,12+,Россия,12:00,440
Богатыри,2026-05-24,2026,100,6+,Россия,12:50,440
Обсессия,2026-05-24,2025,100,18+,США,16:20,540
Обсессия,2026-05-24,2025,100,18+,США,18:55,580
Обсессия,2026-05-24,2025,100,18+,США,21:05,580
Вверх по волшебному дереву,2026-05-24,2026,110,6+,Великобритания,16:35,540
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,12:35,570
Не одна дома 3. Выпускной,2026-05-24,2026,,0+,Россия,14:50,640
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",12:35,570
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",13:30,640
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",14:45,640
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",15:40,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",16:50,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",17:50,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",19:00,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",20:00,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",21:10,740
Грязные деньги,2026-05-24,2026,98,0+,"Великобритания, США",22:10,740
Богатыри,2026-05-24,2026,100,6+,Россия,14:00,640
Богатыри,2026-05-24,2026,100,6+,Россия,16:00,740
Театр в кино: Я — Сергей Образцов,2026-05-24,,85,16+,,17:00,700
Обсессия,2026-05-24,2025,100,18+,США,20:10,740
Обсессия,2026-05-24,2025,100,18+,США,22:15,740
TheatreHD: Зальцбург. Дон Карлос,2026-05-24,2013,255,16+,Австрия,15:00,1100
TheatreHD: Зальцбург. Дон Карлос,2026-05-24,2013,255,16+,Австрия,17:00,1100
Моя собака — космонавт,2026-05-25,2025,120,6+,,10:00,320
Моя собака — космонавт,2026-05-25,2025,120,6+,,10:20,370
Королевство полной луны,2026-05-25,2012,90,12+,США,13:00,650
Грязные деньги,2026-05-25,2026,98,0+,"Великобритания, США",16:00,650
Грязные деньги,2026-05-25,2026,98,0+,"Великобритания, США",19:00,650
Приключения желтого чемоданчика,2026-05-25,2026,,6+,Россия,15:30,340
TheatreHD: Венская опера. Саломея,2026-05-25,2023,109,18+,,19:30,1100
Обсессия,2026-05-25,2025,100,18+,США,20:00,570
Мой сосед Тоторо,2026-05-26,2008,86,6+,Япония,13:00,650
Кофе и сигареты,2026-05-26,2003,96,16+,США,16:00,650
Грязные деньги,2026-05-26,2026,98,0+,"Великобритания, США",19:00,650
Караваджо: Душа и кровь,2026-05-26,2018,94,16+,Италия,19:20,300
Театр в кино: Шурале,2026-05-26,2025,90,6+,,19:30,700
Солнце моё,2026-05-26,2023,96,16+,"Великобритания, США",19:30,420
Арт-лекторий: Мунк в аду,2026-05-26,2025,75,18+,,20:00,550
Разговор,2026-05-27,1974,113,18+,США,13:00,650
Хэппи-энд,2026-05-27,2017,107,18+,"Франция, Австрия, Германия",16:00,650
Грязные деньги,2026-05-27,2026,98,0+,"Великобритания, США",19:00,650
TheatreHD: Оперный фестиваль Россини. Моисей и фараон,2026-05-27,2021,222,16+,Италия,19:00,1100
Воспоминания об убийстве,2026-05-27,2003,131,18+,Южная Корея,19:30,380
Бернини,2026-05-27,2018,87,12+,Италия,19:30,550
Театр в кино: Вишневый сад,2026-05-27,2024,140,16+,Россия,19:30,800
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",11:15,420
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",13:50,470
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",16:25,470
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:00,570
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:25,570
Пропасть,2026-05-28,2026,,18+,,20:30,570
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",11:25,300
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",14:00,350
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",16:30,420
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:00,480
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:25,480
Пропасть,2026-05-28,2026,,18+,,20:40,480
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",11:30,420
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",14:05,470
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",16:35,470
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:10,570
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:30,570
Пропасть,2026-05-28,2026,,18+,,20:45,570
Мой сосед Тоторо,2026-05-28,2008,86,6+,Япония,13:00,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",16:00,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:00,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",14:00,550
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",16:30,550
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:00,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",20:40,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:30,650
Пропасть,2026-05-28,2026,,18+,,20:00,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",14:15,550
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",16:50,550
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:20,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:45,650
Пропасть,2026-05-28,2026,,18+,,20:40,650
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",16:45,460
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:10,540
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:35,540
Пропасть,2026-05-28,2026,,18+,,17:20,580
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",18:15,450
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:10,580
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",20:40,450
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:40,580
Пропасть,2026-05-28,2026,,18+,,18:00,530
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",18:25,530
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",20:00,530
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:05,530
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",18:10,520
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",20:45,520
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:00,470
Пропасть,2026-05-28,2026,,18+,,19:15,470
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:00,480
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:35,480
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:10,470
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:00,470
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",19:20,420
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:50,420
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",20:40,420
Майкл,2026-05-28,2026,120,16+,"США, Великобритания",21:00,420
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",11:35,420
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",14:10,470
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",16:45,470
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",19:20,570
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",21:45,570
Пропасть,2026-05-29,2026,,18+,,20:45,570
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",11:45,420
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",14:20,470
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",16:50,470
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",19:20,570
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",21:45,570
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",11:50,300
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",14:25,350
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",17:00,480
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",19:30,480
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",21:50,480
Пропасть,2026-05-29,2026,,18+,,20:40,480
Грязные деньги,2026-05-29,2026,98,0+,"Великобритания, США",13:00,650
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",16:00,650
Глубокий сосуд,2026-05-29,2025,11,18+,Россия,19:00,1000
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",14:05,550
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",16:40,550
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",19:15,650
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",21:45,650
Горничная,2026-05-29,2025,,18+,,19:30,650
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",14:05,550
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",16:40,550
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",19:10,650
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",21:40,650
Пропасть,2026-05-29,2026,,18+,,20:25,650
Приключения желтого чемоданчика,2026-05-29,2026,,6+,Россия,14:40,390
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",16:30,460
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",19:00,540
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",21:25,540
Пропасть,2026-05-29,2026,,18+,,17:35,530
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",18:55,530
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",21:30,530
Поймать вора,2026-05-29,,106,12+,США,19:30,530
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",18:15,450
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",20:40,450
«Питер FM»,2026-05-29,2006,86,12+,Россия,19:00,400
Майкл,2026-05-29,2026,120,16+,"США, Великобритания",19:20,420
Красавица,2026-05-30,2026,,12+,,09:00,280
Грязные деньги,2026-05-30,2026,98,0+,"Великобритания, США",10:00,650
Грязные деньги,2026-05-30,2026,98,0+,"Великобритания, США",13:00,650
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:00,650
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:00,650
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",11:20,420
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",13:55,480
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:30,540
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:05,580
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",21:35,580
Пропасть,2026-05-30,2026,,18+,,20:40,580
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",11:25,470
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",14:00,550
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:35,630
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:10,630
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",21:40,630
Театр в кино: Я — Сергей Образцов,2026-05-30,,85,16+,,15:45,700
Пропасть,2026-05-30,2026,,18+,,20:25,630
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",11:35,470
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",14:10,550
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:45,630
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:15,630
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",21:50,630
Пропасть,2026-05-30,2026,,18+,,20:40,630
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",14:00,640
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:35,740
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:10,740
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",21:40,740
Пропасть,2026-05-30,2026,,18+,,20:40,740
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",14:20,640
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:50,740
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:20,740
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",21:45,740
Брегенцский фестиваль: Мадам Баттерфляй,2026-05-30,2023,120,16+,Австрия,17:00,1100
Пропасть,2026-05-30,2026,,18+,,20:50,740
Театр в кино: Шурале,2026-05-30,2025,90,6+,,15:45,700
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",17:30,440
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:55,440
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",15:50,470
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",18:15,470
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",20:40,470
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:25,Регистрация
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:00,580
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",21:35,Регистрация
Пропасть,2026-05-30,2026,,18+,,19:30,Регистрация
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",16:35,580
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",19:00,580
Майкл,2026-05-30,2026,120,16+,"США, Великобритания",21:25,580
Грязные деньги,2026-05-31,2026,98,0+,"Великобритания, США",10:00,650
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",13:00,650
Убить Билла: Кровавое дело целиком,2026-05-31,2004,281,18+,США,17:00,1100
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",11:25,470
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",14:00,550
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",16:35,630
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",19:10,630
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",21:45,630
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",11:25,470
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",14:00,550
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",16:35,630
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",19:10,630
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",21:45,630
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",11:35,420
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",14:05,480
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",16:35,540
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",19:10,580
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",21:45,580
Пропасть,2026-05-31,2026,,18+,,20:40,580
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",14:00,640
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",16:35,740
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",19:10,740
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",21:45,740
Globe: Доктор Фауст,2026-05-31,,158,16+,Великобритания,17:00,800
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",14:00,640
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",16:35,740
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",19:10,740
Майкл,2026-05-31,2026,120,16+,"США, Великобритания",21:45,740
TheatreHD: Оперный фестиваль Россини. Дева озера,2026-05-31,2025,177,16+,,15:00,1100
Арт-лекторий: Хильма аф Клинт. За гранью видимого,2026-05-31,2019,94,18+,,17:00,550
